IDENTIFY "[KU]SU-24_FENCER"
CATEGORY ATTACKER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 24.0t                #THRUST WITH AFTERBURNER
THRMILIT 16.0t                #THRUST AT MILITARY POWER
WEIGHCLN 22.0t                #WEIGHT CLEAN
WEIGFUEL 10.0t                #WEIGHT OF FUEL
WEIGLOAD  8.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER
GUNINTVL 0.006

VGWSPED1 500kt
VGWSPED2 501kt

COCKPITP -0.215m  0.725m   6.12m  #COCKPIT POSITION
LEFTGEAR -2.06m -2.055m -1.31m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.06m -2.055m -1.31m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.25m  7.10m  #WHEEL POSITION
ARRESTER  0.0m -1.60m -6.60m
MACHNGUN 0.625m  -0.915m  4.08m  #MACHINE GUN POSITION
SMOKEGEN  0.0m -0.90m -10.4m  #SMOKE GENERATOR POSITION
VAPORPO0 -4.841m  0.485m -6.597m  #VAPOR POSITION (Wings Swept back)
VAPORPO1 -8.165m  0.485m -3.04m  #VAPOR POSITION (Wings Spread)
HTRADIUS  13.3m                #OUTSIDE SPHERE RADIUS

EXCAMERA "CO-PILOT" 0.215m  0.725m   6.12m 0deg 0deg 0deg INSIDE

STRENGTH 9

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.6                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 1.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 60m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 240.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 100kt                #MINIMUM MANEUVABLE SPEED
MANESPD2 150kt                #FULLY MANEUVABLE SPEED
CPITMANE 6.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

MAXNMAAM 999
MAXNMAGM 999
MAXNBOMB 999
MAXNMRKT 38

HRDPOINT -3.10m -0.1m -2.3m B500 AGM65 AIM9
HRDPOINT 3.10m -0.1m -2.3m B500 AGM65 AIM9

HRDPOINT -2.10m -0.2m 0.1m B500 AGM65 B250
HRDPOINT 2.10m -0.2m 0.1m B500 AGM65 B250

HRDPOINT 0.00m -1.15m 2.6m B500 AGM65
HRDPOINT 0.00m -1.15m -0.1m B500 AGM65

HRDPOINT -0.6m -1.15m -1.15m B500 AGM65
HRDPOINT 0.6m -1.15m -1.15m B500 AGM65

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 0                 #INITIAL GUN
INITIAAM 4                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1600m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
