IDENTIFY "[VFA-49]F/A-32C[DV3 SABERHAWKS]"
CATEGORY FIGHTER
AFTBURNR TRUE                #HAVE AFTERBURNER?
THRAFTBN 42.0t               #THRUST WITH AFTERBURNER
THRMILIT 28.0t               #THRUST AT MILITARY POWER
THRSTREV 0.50                #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 14.0t               #WEIGHT CLEAN
WEIGFUEL 12.0t               #WEIGHT OF FUEL
WEIGLOAD  8.0t               #WEIGHT OF PAYLOAD
FUELABRN  2.00kg             #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI  0.45kg             #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m 1.35m 7.80m    #COCKPIT POSITION
LEFTGEAR -1.92m -2.10m -1.50m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.92m -2.10m -1.50m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.10m  4.50m   #WHEEL POSITION
ARRESTER  0.0m -2.35m -8.00m
MACHNGUN  -2.394m  0.27m  3.2m  #MACHINE GUN POSITION
GUNINTVL 0.03
GUNPOWER 1
SMOKEGEN  0.0m  0.00m -10.00m  #SMOKE GENERATOR POSITION
VAPORPO0 -7.32m -0.10m -4.75m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -7.32m -0.10m -4.75m  #VAPOR POSITION (Wings Spread)
HTRADIUS  10.0m                #OUTSIDE SPHERE RADIUS


TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 12
CRITAOAP  25deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1.2MACH              #CRITICAL SPEED
MAXSPEED 2.2MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 1.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 3.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 62m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 10.0deg              #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 1.0                 #PITCH STABILITY CONSTANT
CYAWMANE 5.0                 #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                 #YAW STABILITY CONSTANT
CROLLMAN 3.0                 #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                #CONTROL LANDINGGEAR
CTLBRAKE FALSE               #CONTROL BRAKE
CTLSPOIL 0.0                 #CONTROL SPOILER
CTLABRNR FALSE               #CONTROL AFTERBURNER
