IDENTIFY "[WFTC]YX-38D_I-ris/Mk.2"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 24.6t                #THRUST WITH AFTERBURNER
THRMILIT 19.6t                #THRUST AT MILITARY POWER
WEIGHCLN 14.8t                #WEIGHT CLEAN
WEIGFUEL  9.1t                #WEIGHT OF FUEL
WEIGLOAD  6.5t                #WEIGHT OF PAYLOAD
FUELABRN 3.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.25kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.79m  8.51m  #COCKPIT POSITION
LEFTGEAR -2.95m -1.82m -3.95m #LEFT LANDING GEAR POSITION
RIGHGEAR  2.95m -1.82m -3.95m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.83m  5.68m  #WHEEL POSITION
MACHNGUN  0.82m 1.36m 5.74m   #MACHINE GUN POSITION
SMOKEGEN  0.0m  0.22m -10.21m #SMOKE GENERATOR POSITION
VAPORPO1  8.32m 0.56m -6.32m  #VAPOR POSITION
VAPORPO0  7.66m -0.97m -6.32m #VAPOR POSITION 
HTRADIUS  14.2m               #OUTSIDE SPHERE RADIUS
GUNINTVL  0.01

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 8

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1019km/h             #CRITICAL SPEED
MAXSPEED 4.6MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?


CLVARGEO -0.6                 #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 4.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.3                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 1.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 54.38m^2                #WING AREA

MXIPTAOA 27.0deg              #MAX INPUT AOA
MXIPTSSA 10.0deg              #MAX INPUT SSA
MXIPTROL 270.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 80kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 9.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 6.0                  #PITCH STABILITY CONSTANT
CYAWMANE 7.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 6.0                  #YAW STABILITY CONSTANT
CROLLMAN 4.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 1.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING
VGWSPED1 1.6MACH
VGWSPED2 2.0MACH


POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED


REM Slots must come before Inits.


HRDPOINT  0.39m 0.19m -0.73m AIM120
HRDPOINT  -0.00m 0.19m -0.73m AIM120
HRDPOINT  -0.39m 0.19m -0.73m AIM120
HRDPOINT  0.21m 0.00m -0.73m AIM120
HRDPOINT  -0.21m 0.00m -0.73m AIM120

HRDPOINT  0.25m 0.19m -4.63m AIM120
HRDPOINT  -0.00m 0.00m -4.63m AIM120
HRDPOINT  -0.25m 0.19m -4.63m AIM120


LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 390                 #INITIAL GUN
LOADWEPN AIM120 8


REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 4.0MACH              #CRUISING SPEED
REFACRUS 32000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 170kt                #LANDING SPEED
REFAOALD 7deg                #LANDING AOA
REFLNRWY 1500m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
