IDENTIFY "[WFTC]YX-38C_I-ris/Mk.5"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 20.3t                #THRUST WITH AFTERBURNER
THRMILIT 15.0t                #THRUST AT MILITARY POWER
WEIGHCLN 13.5t                #WEIGHT CLEAN
WEIGFUEL 10.0t                 #WEIGHT OF FUEL
WEIGLOAD 4.5t                 #WEIGHT OF PAYLOAD
FUELABRN 3.4kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.32kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.10m  7.10m  #COCKPIT POSITION
LEFTGEAR -1.95m -1.51m -2.94m #LEFT LANDING GEAR POSITION
RIGHGEAR  1.95m -1.51m -2.94m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.39m  5.64m  #WHEEL POSITION
ARRESTER  0.0m -1.44m -6.34m  #Arresting hook position
MACHNGUN -0.65m  0.77m  4.59m #MACHINE GUN POSITION
SMOKEGEN  0.0m -0.23m -7.96m  #SMOKE GENERATOR POSITION
VAPORPO0 -6.60m -0.78m -5.32m  #VAPOR POSITION (Wings Swept back)
VAPORPO1 -7.17m 0.28m -5.31m  #VAPOR POSITION (Wings Spread)
HTRADIUS  12.5m               #OUTSIDE SPHERE RADIUS
GUNINTVL 0.01

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 9

CRITAOAP  23deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.95Mach             #CRITICAL SPEED
MAXSPEED 3.8MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?


CLVARGEO -0.6                 #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 4.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.3                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 5.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 50.5m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 14.0deg              #MAX INPUT SSA
MXIPTROL 200.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 60kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 9.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 6.0                  #PITCH STABILITY CONSTANT
CYAWMANE 7.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 6.0                  #YAW STABILITY CONSTANT
CROLLMAN 4.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING
VGWSPED1 1.6MACH
VGWSPED2 1.8MACH


POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

REM Slots must come before Inits.

HRDPOINT  0.33m 0.25m 1.90m AIM120
HRDPOINT  -0.33m 0.25m 1.90m AIM120

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 320                 #INITIAL GUN
LOADWEPN AIM120 2

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 3.8MACH              #CRUISING SPEED
REFACRUS 40000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 884m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
