IDENTIFY "[WFTC]YX-32D_Risstile"
CATEGORY FIGHTER
AFTBURNR TRUE                #HAVE AFTERBURNER?
THRAFTBN 32.0t               #THRUST WITH AFTERBURNER
THRMILIT 22.0t               #THRUST AT MILITARY POWER
THRSTREV 0.10                #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 14.0t               #WEIGHT CLEAN
WEIGFUEL 10.0t               #WEIGHT OF FUEL
WEIGLOAD  8.0t               #WEIGHT OF PAYLOAD
FUELABRN  8.00kg             #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI  0.45kg             #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m 1.35m 7.80m    #COCKPIT POSITION
LEFTGEAR -1.92m -2.10m -1.50m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.92m -2.10m -1.50m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.10m  4.50m   #WHEEL POSITION
ARRESTER  0.0m -2.35m -8.00m
MACHNGUN  0.57m  1.16m  5.80m  #MACHINE GUN POSITION
SMOKEGEN  0.0m  0.00m -10.00m  #SMOKE GENERATOR POSITION
VAPORPO0 -7.32m -0.10m -4.75m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -7.32m -0.10m -4.75m  #VAPOR POSITION (Wings Spread)
HTRADIUS  10.0m                #OUTSIDE SPHERE RADIUS
GUNINTVL 0.01

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 12

CRITAOAP  25deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.5MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 1.5                  #EFFECT OF GEAR FOR Cd
