

IDENTIFY "[VFA-49]YF-23_[DIV2_BLACKFALCONS]"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 38.0t                #THRUST WITH AFTERBURNER
THRMILIT 22.0t                #THRUST AT MILITARY POWER
WEIGHCLN 16.8t                #WEIGHT CLEAN
WEIGFUEL 8.0t                #WEIGHT OF FUEL
WEIGLOAD 2.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.28m  5.84m #COCKPIT POSITION
LEFTGEAR -2.00m -2.65m -2.80m #LEFT LANDING GEAR POSITION
RIGHGEAR  2.00m -2.65m -2.80m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -2.65m  5.10m #WHEEL POSITION
MACHNGUN  0.63m -0.62m  7.14m #MACHINE GUN POSITION
SMOKEGEN  0.0m -0.71m -11.00m #SMOKE GENERATOR POSITION
VAPORPO0  6.66m -0.69m -2.45m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  6.66m -0.69m -2.45m #VAPOR POSITION (Wings Spread)
HTRADIUS  8.00m               #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 10

CRITAOAP  22deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.6MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 2.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 88m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA  5.0deg              #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 60kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 10.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 8.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 3000                 #INITIAL GUN
INITIAAM 8                    #INITIAL AAM
INITBOMB 2                    #INITIAL BOMB
MAXNBOMB 2

AAMSLOT_  0.00m -1.60m 2.44m 
BOMBSLOT 0.00m -1.60m 2.44m 
AAMVISIB FALSE
BOMVISIB FALSE

GUNINTVL 0.03
GUNPOWER 1

RADARCRS 0.00                 #RADAR CROSS SECTION
BMBAYRCS 0.20

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 2.0MACH              #CRUISING SPEED
REFACRUS 30000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 600m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 0.53                  #LANDING THROTTLE SETTING

AUTOCALC
