IDENTIFY "[VFA-49]F/A-18E2_SuperHornet[DV2-BLACKFALCONS]"
CATEGORY FIGHTER
AFTBURNR TRUE                  #HAVE AFTERBURNER?
THRAFTBN 14.5t                #THRUST WITH AFTERBURNER
THRMILIT  9.0t                #THRUST AT MILITARY POWER
WEIGHCLN  6.0t                #WEIGHT CLEAN
WEIGFUEL  3.0t                 #WEIGHT OF FUEL
WEIGLOAD  6.0t                 #WEIGHT OF PAYLOAD
FUELABRN  2.0kg               #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI  0.25kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP   0.0m  0.94m  5.18m  #COCKPIT POSITION
LEFTGEAR -1.53m -2.08m -1.65m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.53m -2.08m -1.65m  #RIGHT LANDING GEAR POSITION
WHELGEAR   0.0m -1.99m  5.02m  #WHEEL POSITION
ARRESTER   0.0m -2.11m -6.85m
MACHNGUN   0.0m  0.23m  8.49m  #MACHINE GUN POSITION
SMOKEGEN   0.0m -0.67m -6.06m  #SMOKE GENERATOR POSITION
VAPORPO0 -6.32m -0.27m -3.10m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -6.32m -0.27m -3.10m  #VAPOR POSITION (Wings Spread)
HTRADIUS  11.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 10

CRITAOAP  26deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?
VGWSPED1 -300kt                 #VARIABLE GEOMETRY WING SPEED
VGWSPED2 -300kt                 #VARIABLE GEOMETRY WING SPEE


CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd


WINGAREA 28m^2             #WING AREA

MXIPTAOA 28.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg              #MAX INPUT SSA
MXIPTROL 290.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                 #FULLY MANEUVABLE SPEED
CPITMANE 10.5                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.5                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

MAXNMAAM 999
MAXNMAGM 999
MAXNBOMB 999

HRDPOINT -6.50m -0.31m -1.70m AIM9
HRDPOINT  6.50m -0.31m -1.70m AIM9

HRDPOINT -1.23m -1.15m -1.84m AIM9 AIM120
HRDPOINT  1.23m -1.15m -1.84m AIM9 AIM120


HRDPOINT -3.90m -0.77m -1.25m AIM9 AIM120 
HRDPOINT  3.90m -0.77m -1.25m AIM9 AIM120
HRDPOINT -3.40m -0.77m -1.25m AIM9 AIM120
HRDPOINT  3.40m -0.77m -1.25m AIM9 AIM120

HRDPOINT -4.65m -0.70m -1.25m AIM9 AIM120
HRDPOINT  4.65m -0.70m -1.25m AIM9 AIM120



LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 3000                  #INITIAL GUN
INITIAAM 8                    #INITIAL AAM
INITIAGM 4                    #INITIAL AGM
INITBOMB 0

GUNINTVL 0.03
GUNPOWER 1

RADARCRS 0.75


REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.0MACH              #CRUISING SPEED
REFACRUS 30000ft              #CRUISING ALTITUDE
REFTCRUS 1.0                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
