REM Signal

REM "signal_kz.dat/signal_kz.dnm/signal_kz_cockpit.srf/signal_kz_coll.srf
REM    were Created by Kzs.(kazu3613@dc.mbn.or.jp)
REM Copyright 2003 Kzs(kazu3613@dc.mbn.or.jp) all rights reserved.

IDENTIFY "[Kzs] SIGNAL"
CATEGORY NORMAL

AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN  0.05t               #THRUST WITH AFTERBURNER
THRMILIT  0.05t               #THRUST AT MILITARY POWER
WEIGHCLN  0.08t               #WEIGHT CLEAN
WEIGFUEL  0.05t               #WEIGHT OF FUEL
WEIGLOAD  0.10t               #WEIGHT OF PAYLOAD
FUELABRN  0.005kg             #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI  0.005kg             #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.000m  2.380m  0.000m #COCKPIT POSITION
LEFTGEAR -0.800m -1.000m -0.650m #LEFT LANDING GEAR POSITION
RIGHGEAR  0.800m -1.000m -0.650m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.000m -1.000m  0.800m #WHEEL POSITION
ARRESTER  0.000m -0.950m -0.650m #ARRESTING HOOK POSITION
MACHNGUN  0.000m  2.380m  0.450m #MACHINE GUN POSITION
SMOKEGEN  0.000m  2.000m -0.380m #SMOKE GENERATOR POSITION
VAPORPO0  0.800m -0.800m -0.650m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  0.800m -0.800m -0.650m #VAPOR POSITION (Wings Spread)
HTRADIUS  3.000m                 #OUTSIDE SPHERE RADIUS

STRENGTH 2

CRITAOAP 0.01deg              #CRITICAL AOA POSITIVE
CRITAOAM 0.01deg              #CRITICAL AOA NEGATIVE

CRITSPED 35kt                 #CRITICAL SPEED
MAXSPEED 50kt                 #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?

REM VGWSPED1 0kt                  #VARIABLE GEOMETRY WING SPEED
REM VGWSPED2 1kt                  #VARIABLE GEOMETRY WING SPEED

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.25                 #EFFECT OF SPOILER FOR Cd

WINGAREA 0.0001m^2            #WING AREA

MXIPTAOA 0.01deg              #MAX INPUT AOA
MXIPTSSA 8.00deg              #MAX INPUT SSA
MXIPTROL 0.01deg              #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 500kt                #MINIMUM MANEUVABLE SPEED
MANESPD2 500kt                #FULLY MANEUVABLE SPEED
CPITMANE 0.01                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 9.99                 #PITCH STABILITY CONSTANT
CYAWMANE 9.99                 #YAW MANEUVABILITY CONSTANT
CYAWSTAB 4.00                 #YAW STABILITY CONSTANT
CROLLMAN 0.01                 #ROLL MANEUVABILITY CONSTANT

CTLLDGEA FALSE                #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 1.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 0deg 0deg 0deg       #ATTITUDE
INITFUEL 100%                 #INITIAL FUEL
INITLOAD 0.00t                #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 1
REM SMOKEOIL 0.01kg
WEAPONCH SMK

INITIGUN 3000                 #INITIAL GUN
INITIAAM 0                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0                    #INITIAL BOM
INITRCKT 0                    #INITIAL ROCKET (10kg/each)

MAXNMAAM 0
MAXNMAGM 0
MAXNBOMB 0
MAXNMRKT 0

AAMVISIB FALSE
AAMSLOT_  0.000m 6.000m  0.000m

AGMVISIB FALSE
AGMSLOT_  0.000m 6.000m  0.000m

RKTVISIB FALSE
RKTSLOT_  0.000m 6.000m  0.000m

RADARCRS 0.001                #RADAR CROSS SECTION

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 45kt                 #CRUISING SPEED
REFACRUS 100ft                #CRUISING ALTITUDE
REFTCRUS 0.75                 #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 50km/h               #LANDING SPEED
REFAOALD 3.0deg               #LANDING AOA
REFLNRWY 15m                  #RUNWAY REQUIRED TO STOP
REFTHRLD 0.5                  #LANDING THROTTLE SETTING

AUTOCALC
