IDENTIFY "JET_CAR"
CATEGORY NORMAL
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 30500lb                #THRUST WITH AFTERBURNER
THRMILIT  20000lb                #THRUST AT MILITARY POWER
WEIGHCLN  8000kg               #WEIGHT CLEAN
WEIGFUEL  300.00kg                #WEIGHT OF FUEL
WEIGLOAD  0kg                #WEIGHT OF PAYLOAD
FUELABRN 1.9kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 1.16kg               #FUEL CONSUMPTION AT MILITARY POWER


COCKPITP -1.1m  0.80m -0.25m  #COCKPIT POSITION
LEFTGEAR -1.00m -0.45m -1.4m #LEFT LANDING GEAR POSITION
RIGHGEAR  1.00m -0.45m -1.4m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -0.33m  1.85m  #WHEEL POSITION
ARRESTER  0.0m -0.45m -1.4m
MACHNGUN  1.0m  -0.30m 1.50m  #MACHINE GUN POSITION
SMOKEGEN  0.0m 0.80m -1.50m  #SMOKE GENERATOR POSITION
VAPORPO0  0.7m 1.68m -2.4m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  0.7m 1.68m -2.4m  #VAPOR POSITION (Wings Spread)
HTRADIUS  4.0m                #OUTSIDE SPHERE RADIUS

PSTMPTCH 0deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 30deg                #Post-Stall Maneuver VYaw
PSTMROLL 0deg                #Post-Stall Maneuver VRoll

THRSTREV 0.2

STRENGTH 5

CRITAOAP 0deg               #CRITICAL AOA POSITIVE
CRITAOAM 0deg               #CRITICAL AOA NEGATIVE

SMOKEOIL 0.1kg
WEAPONCH SMK

CRITSPED 700km/h
MAXSPEED 700km/h

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR FALSE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.01                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 0.01m^2                #WING AREA

MXIPTAOA 0.0deg              #MAX INPUT AOA
MXIPTSSA 30.0deg              #MAX INPUT SSA
MXIPTROL 0.0deg              #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 700km/h                 #MINIMUM MANEUVABLE SPEED
MANESPD2 700km/h                 #FULLY MANEUVABLE SPEED
CPITMANE 3.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 4.5                  #PITCH STABILITY CONSTANT
CYAWMANE 1.5                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA FALSE                #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                #CONTROL AUTO VARIABLE GEOMETRY WING
VGWSPED1 0km/h
VGWSPED2 700km/h


POSITION 0m -2ft 0m            #POSITION
ATTITUDE 45deg 40deg 0deg      #ATTITUDE
INITFUEL 100%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 700km/h             #CRUISING SPEED
REFACRUS 3000ft              #CRUISING ALTITUDE
REFTCRUS 0.2                 #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 650km/h               #LANDING SPEED
REFAOALD 15deg               #LANDING AOA
REFLNRWY 1500m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.5                #LANDING THROTTLE SETTING

AUTOCALC
