REM High Mobility Armored Combat System
REM マクダネル・ダグラス・三菱　１２式装甲歩行戦闘車
REM Manufactured by Makoto 2004/09.2005/05.2005/09

IDENTIFY "HIGH-MACS TYPE12"
CATEGORY UTILITY

AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 300.0t               #THRUST WITH AFTERBURNER
THRMILIT 190.0t               #THRUST AT MILITARY POWER
THRSTREV 100.0                #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 200.0t               #WEIGHT CLEAN
WEIGFUEL   5.0t               #WEIGHT OF FUEL
WEIGLOAD 200.0t               #WEIGHT OF PAYLOAD
FUELABRN   5.0kg              #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI   0.3kg              #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  2.26m  0.90m #COCKPIT POSITION
LEFTGEAR -1.70m -4.00m  2.00m #LEFT LANDING GEAR POSITION
RIGHGEAR  1.70m -4.00m  2.00m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -4.00m -2.00m #WHEEL POSITION
ARRESTER  0.00m -4.00m  0.00m
MACHNGUN  2.24m  1.16m 11.25m #MACHINE GUN POSITION
GUNINTVL  0.5
SMOKEGEN  0.00m -4.00m -0.30m #SMOKE GENERATOR POSITION
VAPORPO0  6.28m  3.55m -2.07m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  6.28m  3.55m -2.07m #VAPOR POSITION (Wings Spread)
HTRADIUS  8.5m                #OUTSIDE SPHERE RADIUS

STRENGTH 20

CRITAOAP  0.01deg             #CRITICAL AOA POSITIVE
CRITAOAM -0.01deg             #CRITICAL AOA NEGATIVE

CRITSPED 100kt                #CRITICAL SPEED
MAXSPEED 145kt                #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 1.0m  0.9m      #Thrust vector 0
TRSTDIR1 0.0m 1.0m -0.8m      #Thrust vector 1
PSTMPTCH  90deg               #Post-Stall Maneuver VPitch
PSTMYAW_ 100deg               #Post-Stall Maneuver VYaw
PSTMROLL  30deg               #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 1.0                  #EFFECT OF FLAP FOR Cl
