IDENTIFY "X-49 Night Raven"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 52.0t                #THRUST WITH AFTERBURNER
THRMILIT 40.0t                #THRUST AT MILITARY POWER
WEIGHCLN 14.0t                #WEIGHT CLEAN
WEIGFUEL  7.0t                #WEIGHT OF FUEL
WEIGLOAD  6.0t                #WEIGHT OF PAYLOAD
FUELABRN 0.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.1kg                #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.20m  5.80m   #COCKPIT POSITION
LEFTGEAR -13.3m -2.65m -6.63m  #LEFT LANDING GEAR POSITION
RIGHGEAR  13.3m -2.65m -6.63m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.65m  2.60m   #WHEEL POSITION
MACHNGUN  0.0m  1.21m  7.56m   #MACHINE GUN POSITION
MACHNGN2  0.0m  1.21m  8.56m   #MACHINE GUN POSITION
SMOKEGEN  0.0m 0.77m -4.50m    #SMOKE GENERATOR POSITION
VAPORPO0  13.80m -1.77m -8.13m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  13.80m -1.77m -8.13m #VAPOR POSITION (Wings Spread)
HTRADIUS  10.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 20

CRITAOAP  33deg               #CRITICAL AOA POSITIVE
CRITAOAM -30deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.7MACH              #CRITICAL SPEED
MAXSPEED 5068km/h             #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 3.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 300m^2               #WING AREA

MXIPTAOA 32.0deg              #MAX INPUT AOA
MXIPTSSA 20.0deg              #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 70kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                 #FULLY MANEUVABLE SPEED
CPITMANE 8.7                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.2                  #PITCH STABILITY CONSTANT
CYAWMANE 8.5                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 6.0                  #YAW STABILITY CONSTANT
CROLLMAN 2.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 10

INITIGUN 9999                 #INITIAL GUN
INITIAAM 8                    #INITIAL AAM
INITIAGM 8                    #INITIAL AGM

AAMSLOT_ 1.23m -2.70m -1.04m
AAMSLOT_ -1.23m -2.70m -1.04m
AAMSLOT_ 2.23m -2.70m -1.04m
AAMSLOT_ -2.23m -2.70m -1.04m
AAMVISIB FALSE

AGMSLOT_ 1.23m -2.70m -1.04m
AGMSLOT_ -1.23m -2.70m -1.04m
AGMSLOT_ 2.23m -2.70m -1.04m
AGMSLOT_ -2.23m -2.70m -1.04m
AGMVISIB FALSE

RADARCRS 0.5                  #RADAR CROSS SECTION

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 2.0MACH              #CRUISING SPEED
REFACRUS 40000ft              #CRUISING ALTITUDE
REFTCRUS 0.6                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 100kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1800m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
