IDENTIFY "LORD BRITISH"
CATEGORY NORMAL

AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 40.0t                #THRUST WITH AFTERBURNER
THRMILIT 26.0t                #THRUST AT MILITARY POWER
THRSTREV 0.4                  #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 26.0t                #WEIGHT CLEAN
WEIGFUEL  7.8t                #WEIGHT OF FUEL
WEIGLOAD 10.0t                #WEIGHT OF PAYLOAD
FUELABRN 4.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.7m  4.10m  #COCKPIT POSITION
LEFTGEAR -1.8m -2.8m -2m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.8m -2.8m -2m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.8m  3.2m  #WHEEL POSITION
ARRESTER  0.0m -1.8m -5.8m
GUNINTVL 0.14
SMOKEGEN -0.0m  0.71m -6.55m  #SMOKE GENERATOR POSITION
VAPORPO0 6.75m  -0.33m -4.27m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 6.75m  -0.33m -4.27m  #VAPOR POSITION (Wings Spread)
HTRADIUS 15.0m                #OUTSIDE SPHERE RADIUS


STRENGTH 1

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1.5MACH              #CRITICAL SPEED
MAXSPEED 3.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                #HAS VARIABLE GEOMETRY WING?

VGWSPED1 0.01kt
VGWSPED2 0.02kt

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m 0.0m       #Thrust vector 1
PSTMPTCH 16deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 16deg                #Post-Stall Maneuver VYaw
PSTMROLL 16deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.2                  #EFFECT OF SPOILER FOR Cd

WINGAREA 30m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 240.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 65kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
