IDENTIFY "R-9_ARROW HEAD(SHOT_ONLY)"
CATEGORY FIGHTER

AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 40.0t                #THRUST WITH AFTERBURNER
THRMILIT 26.0t                #THRUST AT MILITARY POWER
THRSTREV 0.4                  #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 26.0t                #WEIGHT CLEAN
WEIGFUEL  7.8t                #WEIGHT OF FUEL
WEIGLOAD 10.0t                #WEIGHT OF PAYLOAD
FUELABRN 4.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.4m   6.00m  #COCKPIT POSITION
EXCAMERA "F-FRONT" 0m 0.4m 11m 0deg 0deg 0deg OUTSIDE
EXCAMERA "F-REAR" 0m 0.4m -9m 180deg 0deg 0deg OUTSIDE
LEFTGEAR -1.7m -4.75m -2.75m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.7m -4.75m -2.75m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -4.75m  2.80m  #WHEEL POSITION
ARRESTER  0.0m -3.73m -7.31m
MACHNGUN  3.44m -1.5m 2.74m  #MACHINE GUN POSITION
MACHNGN2  3.34m -1.5m 2.74m  #MACHINE GUN POSITION
MACHNGN3 -3.44m -1.5m 2.74m  #MACHINE GUN POSITION
MACHNGN4 -3.34m -1.5m 2.74m  #MACHINE GUN POSITION
GUNINTVL 0.12
SMOKEGEN -0.0m  0.29m -6.87m  #SMOKE GENERATOR POSITION
VAPORPO0 4.50m  -1.99m -7.45m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 4.50m  -1.99m -7.45m  #VAPOR POSITION (Wings Spread)
HTRADIUS 15.0m                #OUTSIDE SPHERE RADIUS


STRENGTH 1

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1.5MACH              #CRITICAL SPEED
MAXSPEED 3.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                #HAS VARIABLE GEOMETRY WING?

VGWSPED1 50kt
VGWSPED2 750kt

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m 0.0m       #Thrust vector 1
PSTMPTCH 16deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 16deg                #Post-Stall Maneuver VYaw
PSTMROLL 16deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.2                  #EFFECT OF SPOILER FOR Cd

