REM Original by YS Major, pilot from Masa-AT's Fokker DXXI
REM Engine rescaled from Takaty's 737.

IDENTIFY "THE_THING"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 10.0t                #THRUST WITH AFTERBURNER
THRMILIT  2.0t                #THRUST AT MILITARY POWER
THRSTREV 0.6 #EFFICIENCY OF THRUST REVERSER
WEIGHCLN  2.0t                #WEIGHT CLEAN
WEIGFUEL  0.6t                #WEIGHT OF FUEL
WEIGLOAD  1.0t                #WEIGHT OF PAYLOAD
FUELABRN 0.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.3kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.21m  1.27m  1.3m  #COCKPIT POSITION
LEFTGEAR -2.1m -3.9m -1.2m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.1m -3.9m -1.20m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -4.2m  3.00m  #WHEEL POSITION
MACHNGUN 0m  0.5m  3m #MACHINE GUN POSITION
GUNINTVL 0.05
SMOKEGEN  0.0m  0.00m  0.00m  #SMOKE GENERATOR POSITION
VAPORPO0 -1.74m  0.69m 0.38m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -1.74m  0.69m 0.38m #VAPOR POSITION (Wings Spread)
HTRADIUS  10.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 30

CRITAOAP  23deg               #CRITICAL AOA POSITIVE
CRITAOAM -18deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 5000km/h             #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?
VGWSPED1 150kt
VGWSPED2 200kt

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 0.0m 1.0m       #Thrust vector 1
PSTMPTCH 30deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 30deg                #Post-Stall Maneuver VYaw
PSTMROLL 30deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
