IDENTIFY "[VMFA-125]F-35B_LIGHTNING_II"
SUBSTNAM F-22_RAPTOR
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN  12.0t               #THRUST WITH AFTERBURNER
THRMILIT  7.4t                #THRUST AT MILITARY POWER
WEIGHCLN  5.0t                #WEIGHT CLEAN
WEIGFUEL  2.5t                #WEIGHT OF FUEL
WEIGLOAD  5.0t                #WEIGHT OF PAYLOAD
FUELABRN 2.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.20kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.82m  5.15m  #COCKPIT POSITION
LEFTGEAR -2.10m -2.20m -1.40m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.10m -2.20m -1.40m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -2.18m  4.80m  #WHEEL POSITION
ARRESTER  0.00m -1.80m -4.10m
MACHNGUN -1.50m  0.20m  3.25m  #MACHINE GUN POSITION
SMOKEGEN  0.00m -0.95m -4.20m  #SMOKE GENERATOR POSITION
VAPORPO0  5.30m  0.00m -2.85m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  5.30m  0.00m -2.85m  #VAPOR POSITION (Wings Spread)
HTRADIUS  11.5m                  #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 10

CRITAOAP  22deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m 0.0m       #Thrust vector 1
PSTMPTCH 15deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 15deg                #Post-Stall Maneuver VYaw
PSTMROLL 15deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

VGWSPED1 80kt
VGWSPED2 81kt

WINGAREA 35m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                 #FULLY MANEUVABLE SPEED
CPITMANE 10.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 1.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

HRDPOINT -0.7m -0.5m 0.5m B500 AGM65 AIM120 AIM9
HRDPOINT 0.7m -0.5m 0.5m B500 AGM65 AIM120 AIM9
HRDPOINT -0.7m -0.5m -0.5m B500 AGM65 AIM120 AIM9
HRDPOINT 0.7m -0.5m -0.5m B500 AGM65 AIM120 AIM9
HRDPOINT -2.43m -0.4m -0.3m B250 AGM65 AIM120
HRDPOINT 2.43m -0.4m -0.3m B250 AGM65 AIM120
HRDPOINT -3.76m -0.35m -1.3m B250 AGM65 AIM120 AIM9
HRDPOINT 3.76m -0.35m -1.3m B250 AGM65 AIM120 AIM9

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

RADARCRS 0.5                  #RADAR CROSS SECTION

INITIGUN 3000                 #INITIAL GUN
LOADWEPN AIM120 2
LOADWEPN AGM65 2

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 90kt                 #LANDING SPEED
REFAOALD 10deg                 #LANDING AOA
REFLNRWY 2000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.30                 #LANDING THROTTLE SETTING


AUTOCALC
