REM Wayne Handley's ORACLE Turbo Raven (Giles G-750)
REM Produced by Makoto 2006/10

IDENTIFY "TURBO RAVEN" 
CATEGORY AEROBATIC

AFTBURNR FALSE                #HAVE AFTERBURNER?

PROPELLR 750HP                #PROPELLER ENGINE
THRSTREV 0.2                  #REVERS THRUST POWER

WEIGHCLN 725.75kg             #WEIGHT CLEAN
WEIGFUEL 0.10t                #WEIGHT OF FUEL
WEIGLOAD 0.2t                 #WEIGHT OF PAYLOAD
FUELMILI 0.05kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP 0.00m 0.50m -1.00m   #COCKPIT POSITION
EXCAMERA "COCKPIT1" -0.1238m 0.3868m -0.4685m 200deg 0deg 0deg  INSIDE
EXCAMERA "COCKPIT2"  0.1238m 0.3868m -0.4685m 160deg 0deg 0deg  INSIDE
EXCAMERA "VTAIL"          0m    1.4m    -3.5m   0deg 0deg 0deg OUTSIDE

INSTPANL User/cep/cep_2/turboraven.ist
LEFTGEAR -0.9688m -1.4093m  0.7069m #LEFT LANDING GEAR POSITION
RIGHGEAR  0.9688m -1.4093m  0.7069m #RIGHT LANDING GEAR POSITION
WHELGEAR    0.00m -0.5526m -3.4469m #WHEEL POSITION
ARRESTER    0.00m -0.5526m -3.4469m
MACHNGUN    0.00m    0.00m    0.00m #MACHINE GUN POSITION
SMOKEGEN  0.5741m  0.0484m  1.6987m #SMOKE GENERATOR POSITION
VAPORPO0  3.6575m -0.1957m  -0.779m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  3.6575m -0.1957m  -0.779m #VAPOR POSITION (Wings Spread)
HTRADIUS  6.0m                      #OUTSIDE SPHERE RADIUS

TRIGGER1 SMK
TRIGGER2 NON
TRIGGER3 NON
TRIGGER4 NON

SMOKEOIL 100.0kg
WEAPONCH SMK

STRENGTH 5

CRITAOAP  45deg               #CRITICAL AOA POSITIVE
CRITAOAM -45deg               #CRITICAL AOA NEGATIVE

CRITSPED 230kt                #CRITICAL SPEED
MAXSPEED 260kt                #MAXIMUM SPEED

HASSPOIL FALSE                #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 10m^2                #WING AREA

MXIPTAOA  60.0deg             #MAX INPUT AOA
MXIPTSSA  60.0deg             #MAX INPUT SSA
MXIPTROL 450.0deg             #MAX INPUT ROLL

PSTMPTCH 30deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 20deg                #Post-Stall Maneuver VYaw
PSTMROLL 10deg                #Post-Stall Maneuver VRoll

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 25kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 65kt                 #FULLY MANEUVABLE SPEED
CPITMANE 9.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 4.0                  #PITCH STABILITY CONSTANT
CYAWMANE 9.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 4.0                  #YAW STABILITY CONSTANT
CROLLMAN 4.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING
VGWSPED1 0kt
VGWSPED2 120kt

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 0                    #INITIAL GUN
GUNSIGHT FALSE

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 215kt                #CRUISING SPEED
REFACRUS 4500ft               #CRUISING ALTITUDE
REFTCRUS 0.6                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 80kt                 #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 800ft                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.1                  #LANDING THROTTLE SETTING

AUTOCALC
