IDENTIFY "[VFA-49]HF-22[DV3-SABERHAWKS]"

CATEGORY FIGHTER

AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 32.0t                #THRUST WITH AFTERBURNER
THRMILIT 23.0t                #THRUST AT MILITARY POWER
WEIGHCLN 14.4t                #WEIGHT CLEAN
WEIGFUEL  11.4t                #WEIGHT OF FUEL
WEIGLOAD  4.0t                #WEIGHT OF PAYLOAD
FUELABRN 5.8kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.50kg                #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  1.00m  5.12m  #COCKPIT POSITION
LEFTGEAR -1.63m -2.25m -2.13m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.63m -2.25m -2.13m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -2.25m  3.69m  #WHEEL POSITION
MACHNGUN  1.62m  0.21m  0.82m  #MACHINE GUN POSITION
ARRESTER   0.00m -2.30m -4.00m
GUNINTVL 0.02
SMOKEGEN  0.00m -0.11m -9.10m  #SMOKE GENERATOR POSITION
VAPORPO0  7.578m -0.280m -6.043m #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  7.578m -0.280m -6.043m  #VAPOR POSITION (Wings Spread)
HTRADIUS  8.00m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 10

CRITAOAP  40deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?
VGWSPED1 -1kt                 #VARIABLE GEOMETRY WING SPEED
VGWSPED2 -1kt                 #VARIABLE GEOMETRY WING SPEED

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 2.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 3.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 85m^2                #WING AREA

MXIPTAOA 37.0deg              #MAX INPUT AOA
MXIPTSSA 8.0deg               #MAX INPUT SSA
MXIPTROL 380.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 90kt                 #FULLY MANEUVABLE SPEED
CPITMANE 9.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.3                  #PITCH STABILITY CONSTANT
CYAWMANE 6.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 2.5                 #YAW STABILITY CONSTANT
CROLLMAN 4.2                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 1

