REM GACGLIMT 9
REM GACRADRG 88
REM GACRADCS 0.7
REM GACECMRG 0
REM GACAEWTR 50
REM GACAEWRC 1
REM GACLNDNV 0
REM GACLIMIT 0
REM GACSNDCH 7
REM GACRCVCH 7
REM GACRADSD 1
REM GACRADEL 0.5

IDENTIFY "RU_MiG-29S_Fulcrum"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 16.6t                #THRUST WITH AFTERBURNER
THRMILIT  9.8t                #THRUST AT MILITARY POWER
WEIGHCLN  11t                #WEIGHT CLEAN
WEIGFUEL  4.8t                #WEIGHT OF FUEL
WEIGLOAD  4.0t                #WEIGHT OF PAYLOAD
FUELABRN 13.2kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.7kg               #FUEL CONSUMPTION AT MILITARY POWER
GUNINTVL 0.035

COCKPITP  0.0m  1.14m   3.735m  #COCKPIT POSITION
LEFTGEAR -1.715m -1.73m -1.765m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.715m -1.73m -1.765m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.76m  1.865m  #WHEEL POSITION
ARRESTER  0.0m -1.20m -5.30m
MACHNGUN  -0.8m  0.04m  3.95m  #MACHINE GUN POSITION
SMOKEGEN -1.6m -0.5m -6.50m  #SMOKE GENERATOR POSITION
VAPORPO0  5.695m  0.00m -4.42m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  5.695m  0.00m -4.42m  #VAPOR POSITION (Wings Spread)
HTRADIUS  11.5m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 9

CRITAOAP  25.5deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.3MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.35                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.4                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.5                  #EFFECT OF SPOILER FOR Cd

WINGAREA 38m^2                #WING AREA

MXIPTAOA 28.54deg              #MAX INPUT AOA
MXIPTSSA 8.5deg               #MAX INPUT SSA
MXIPTROL 250.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 100kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 310kt                #FULLY MANEUVABLE SPEED
CPITMANE 6.1                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.8                  #PITCH STABILITY CONSTANT
CYAWMANE 9.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 10.0                  #YAW STABILITY CONSTANT
CROLLMAN 4.2                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

HRDPOINT -2.50m -0.45m -1.55m AIM9 AIM120 B500 B250
HRDPOINT 2.50m -0.45m -1.55m AIM9 AIM120 B500 B250
HRDPOINT -3.20m -0.45m -2.10m AIM9 AIM120 B500 RKT
HRDPOINT 3.20m -0.45m -2.10m AIM9 AIM120 B500 RKT
HRDPOINT -3.90m -0.45m -2.35m AIM9 AIM120 B500 RKT
HRDPOINT 3.90m -0.45m -2.35m AIM9 AIM120 B500 RKT

HRDPOINT 0.0m -0.5m -2.1m B250

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

GUNPOWER 3
INITIGUN 150                 #INITIAL GUN
LOADWEPN AIM120 2
LOADWEPN AIM9 4
INITIAGM 0                    #INITIAL AGM

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 2.0MACH              #CRUISING SPEED
REFACRUS 50000ft              #CRUISING ALTITUDE
REFTCRUS 2.9                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 130kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1200m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.34                  #LANDING THROTTLE SETTING

AUTOCALC
