IDENTIFY "Sa-203[Yakumo](Ver.WFTC)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 31.2t                #THRUST WITH AFTERBURNER
THRMILIT 21.2t                #THRUST AT MILITARY POWER
THRSTREV 0.2                 #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 21.3t                #WEIGHT CLEAN
WEIGFUEL 6.0t                 #WEIGHT OF FUEL
WEIGLOAD 4.0t                 #WEIGHT OF PAYLOAD
FUELABRN 3.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.35kg               #FUEL CONSUMPTION AT MILITARY POWER
GUNINTVL 0.07

COCKPITP  0.0m  1.76m  6.89m  #COCKPIT POSITION
LEFTGEAR -2.25m -1.74m -1.44m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.25m -1.74m -1.44m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.79m  4.73m  #WHEEL POSITION
MACHNGUN  -0.62m 0.71m 7.25m  #MACHINE GUN POSITION
SMOKEGEN  -1.30m 0.06m -4.72m  #SMOKE GENERATOR POSITION
VAPORPO0  -7.14m  0.13m 1.05m  #VAPOR POSITION (Wings Swept back)
HTRADIUS  12.5m               #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 SMK

STRENGTH 11

CRITAOAP  30deg               #CRITICAL AOA POSITIVE
CRITAOAM -18deg               #CRITICAL AOA NEGATIVE

CRITSPED 1019km/h             #CRITICAL SPEED
MAXSPEED 2.25MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?


TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 0.3m 0.7m       #Thrust vector 1
PSTMPTCH 60deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 20deg                #Post-Stall Maneuver VYaw
PSTMROLL 40deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 1.3                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.6                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.9                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.8                  #EFFECT OF SPOILER FOR Cd

WINGAREA 56m^2                #WING AREA

MXIPTAOA 23.5deg              #MAX INPUT AOA
MXIPTSSA 22.0deg              #MAX INPUT SSA
MXIPTROL 350.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 90kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 120kt                 #FULLY MANEUVABLE SPEED
CPITMANE 10.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 0.9                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 3
INITIGUN 750                 #INITIAL GUN


RADARCRS 0.8                 #RADAR CROSS SECTION

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.2MACH              #CRUISING SPEED
REFACRUS 30000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 120kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 850m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 0.28                  #LANDING THROTTLE SETTING

AUTOCALC
