REM Luftwaffe
REM Fieseler Fi 103 'Vergeltungswaffe 1'

IDENTIFY "V-1_Flying_Bomb"
CATEGORY WW2FIGHTER
AFTBURNR TRUE                #HAVE AFTERBURNER?
THRAFTBN 6.4t                #THRUST WITH AFTERBURNER
THRMILIT 2.0t                #THRUST AT MILITARY POWER
WEIGHCLN 2.2t                #WEIGHT CLEAN
WEIGFUEL 10.0t                #WEIGHT OF FUEL
WEIGLOAD 2.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.00m   4.00m  #COCKPIT POSITION
LEFTGEAR -1.0m -0.75m -3.50m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.0m -0.75m -3.50m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -0.75m  4.00m  #WHEEL POSITION
ARRESTER  0.0m -1.80m -6.78m
MACHNGUN  0.0m  0.00m  0.00m  #MACHINE GUN POSITION
GUNINTVL  0.04
SMOKEGEN  0.0m  1.20m -3.40m  #SMOKE GENERATOR POSITION
VAPORPO0 -3.0m -0.13m  0.00m  #VAPOR POSITION (Wings Swept back)
VAPORPO1 -3.0m -0.13m  0.00m  #VAPOR POSITION (Wings Spread)
HTRADIUS 8.5m                #OUTSIDE SPHERE RADIUS


STRENGTH 5

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.5MACH              #CRITICAL SPEED
MAXSPEED 0.7MACH              #MAXIMUM SPEED

HASSPOIL FALSE                #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.5                  #EFFECT OF SPOILER FOR Cd

WINGAREA 20m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 220.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 2.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

REM Slots must come before Inits.
HRDPOINT 0.00m  0.00m  0.00m B500
HRDPOINT 0.00m  0.00m -0.10m B500
HRDPOINT 0.00m  0.00m -0.20m B500
HRDPOINT 0.00m  0.00m -0.30m B500

MAXNMRKT 0
LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 0                 #INITIAL GUN
LOADWEPN AIM9 0
LOADWEPN AGM65 0



REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.3MACH              #CRUISING SPEED
REFACRUS 5000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 120kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1500m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
