IDENTIFY "X-15"
CATEGORY NORMAL
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 25.8t                #THRUST WITH AFTERBURNER
THRMILIT  0.0t                #THRUST AT MILITARY POWER
WEIGHCLN  5.7t                #WEIGHT CLEAN
WEIGFUEL  8.2t                #WEIGHT OF FUEL
WEIGLOAD  0.0t                #WEIGHT OF PAYLOAD
FUELABRN 96.5kg               #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI  0.0kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.42m  6.05m  #COCKPIT POSITION
LEFTGEAR -0.69m -1.44m -3.67m  #LEFT LANDING GEAR POSITION
RIGHGEAR  0.69m -1.44m -3.67m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -1.40m  6.87m  #WHEEL POSITION
MACHNGUN  0.00m  0.00m  0.00m  #MACHINE GUN POSITION
SMOKEGEN  0.00m  0.00m -10.0m  #SMOKE GENERATOR POSITION
VAPORPO0  3.41m -0.06m -1.37m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  3.41m -0.06m -1.37m  #VAPOR POSITION (Wings Spread)
HTRADIUS  9.00m                #OUTSIDE SPHERE RADIUS

TRIGGER1 SMK
TRIGGER2 NON
TRIGGER3 NON
TRIGGER4 NON

STRENGTH 10

CRITAOAP  21deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 3.9MACH              #CRITICAL SPEED
MAXSPEED 6.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?
VGWSPED1 -1kt                 #VARIABLE GEOMETRY WING SPEED
VGWSPED2 -1kt                 #VARIABLE GEOMETRY WING SPEED

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.3                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.5                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 2.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 3.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 14.5m^2                #WING AREA

MXIPTAOA 13.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 300.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 110kt                #MINIMUM MANEUVABLE SPEED
MANESPD2 160kt                #FULLY MANEUVABLE SPEED
CPITMANE 6.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 2.0                  #YAW STABILITY CONSTANT
CROLLMAN 1.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 100%                 #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 0                    #INITIAL GUN
INITIAAM 0                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0                    #INITIAL BOMB

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 6.0MACH              #CRUISING SPEED
REFACRUS 60000ft              #CRUISING ALTITUDE
REFTCRUS 1.0                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 170kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.0                  #LANDING THROTTLE SETTING

AUTOCALC
