REM SU-27 FLANKER
IDENTIFY "Su-27UB_FLANKER_C_RussianKnights"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 26.0t                #THRUST WITH AFTERBURNER
THRMILIT 17.0t                #THRUST AT MILITARY POWER
WEIGHCLN 12.0t                #WEIGHT CLEAN
WEIGFUEL 8.0t                #WEIGHT OF FUEL
WEIGLOAD 10.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.6m   5.00m  #COCKPIT POSITION
LEFTGEAR -2.4m -1.90m -3.80m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.4m -1.90m -3.80m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.90m  4.05m  #WHEEL POSITION
MACHNGUN  1.7m  0.70m  2.40m  #MACHINE GUN POSITION
SMOKEGEN -0.0m -0.00m -10.6m  #SMOKE GENERATOR POSITION
VAPORPO0  7.3m  0.10m -6.50m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  7.3m  0.10m -6.50m  #VAPOR POSITION (Wings Spread)
HTRADIUS 10.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

SMOKEOIL 100.0kg
WEAPONCH SMK

STRENGTH 10

CRITAOAP  25deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.2MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 58m^2                #WING AREA

MXIPTAOA 28.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 20kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 70kt                 #FULLY MANEUVABLE SPEED
CPITMANE 5.5                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 2.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 2.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 50%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 5
INITIGUN 1500                 #INITIAL GUN
MAXNMAAM 8                    #INITIAL AAM
MAXNMAGM 4                    #INITIAL AGM
INITIAAM 2
INITIAGM 0

AAMSLOT_ 7.37m 0.38m -5.31m
AAMSLOT_ -7.37m 0.38m -5.31m
AAMSLOT_ 6.36m 0.08m -4.56m
AAMSLOT_ -6.36m 0.08m -4.56m
AAMSLOT_ 4.14m 0.08m -3.27m
AAMSLOT_ -4.14m 0.08m -3.27m
AAMSLOT_ 1.31m -0.87m -3.27m
AAMSLOT_ -1.31m -0.87m -3.27m

AGMSLOT_ 0.43m -0.40m -0.59m
AGMSLOT_ -0.43m -0.40m -0.59m
AGMSLOT_ 0.43m -0.40m -2.8m
AGMSLOT_ -0.43m -0.40m -2.8m

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 2000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
