IDENTIFY "JAS39_Gripen(FG)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN  8.2t                #THRUST WITH AFTERBURNER
THRMILIT  5.5t                #THRUST AT MILITARY POWER
WEIGHCLN  6.6t                #WEIGHT CLEAN
WEIGFUEL  2.4t                #WEIGHT OF FUEL
WEIGLOAD  4.0t                #WEIGHT OF PAYLOAD
FUELABRN 3.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.25kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m   0.78m  4.75m  #COCKPIT POSITION
LEFTGEAR -1.40m -1.75m -0.30m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.40m -1.75m -0.30m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m  -1.75m  4.86m  #WHEEL POSITION
ARRESTER  0.00m -1.75m -4.50m  #ARRESTING FOOK
MACHNGUN -0.40m -0.50m  4.79m  #MACHINE GUN POSITION
SMOKEGEN -0.00m  0.25m -6.00m  #SMOKE GENERATOR POSITION
VAPORPO0 -4.18m -0.08m -3.90m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -4.18m -0.08m -3.90m  #VAPOR POSITION (Wings Spread)
HTRADIUS  8.0m                 #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 RKT

STRENGTH 10

CRITAOAP  23deg               #CRITICAL AOA POSITIVE
CRITAOAM -10deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?
VGWSPED1 -1kt                 #VARIABLE GEOMETRY WING SPEED
VGWSPED2 -1kt                 #VARIABLE GEOMETRY WING SPEED

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 1.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 30m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 300.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
