IDENTIFY "KFIR_C.7(FG)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 8.5t                #THRUST WITH AFTERBURNER
THRMILIT 5.3t                #THRUST AT MILITARY POWER
WEIGHCLN 7.3t                #WEIGHT CLEAN
WEIGFUEL 3.0t                #WEIGHT OF FUEL
WEIGLOAD 6.0t                #WEIGHT OF PAYLOAD
FUELABRN 4.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.5kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.70m  3.80m  #COCKPIT POSITION
LEFTGEAR -1.52m -1.78m -1.62m   #LEFT LANDING GEAR POSITION
RIGHGEAR  1.52m -1.78m -1.62m   #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.80m  3.87m  #WHEEL POSITION
MACHNGUN  0.7m -0.30m  3.00m  #MACHINE GUN POSITION
MACHNGN2 -0.7m -0.30m  3.00m  #MACHINE GUN POSITION
SMOKEGEN  0.0m  1.0m -8.50m  #SMOKE GENERATOR POSITION
VAPORPO0  4.3m -0.56m -5.18m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  4.3m -0.56m -5.18m  #VAPOR POSITION (Wings Spread)
HTRADIUS  7.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 8

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.3MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 34m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 240.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 80kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                 #FULLY MANEUVABLE SPEED
CPITMANE 8.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 1.8                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                 #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 3
INITIGUN 250                  #INITIAL GUN
INITIAAM 4                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0                    #INITIAL AGM
INITRCKT 0                    #INITIAL AGM

MAXNMAGM 4
MAXNBOMB 8
MAXNMRKT 38

AAMSLOT_ -3.00m -0.82m -2.8m
AAMSLOT_  3.00m -0.82m -2.8m
AAMSLOT_ -1.90m -0.75m -0.7m
AAMSLOT_  1.90m -0.75m -0.7m

AGMSLOT_ -0.95m -1.02m -3.00m
AGMSLOT_  0.95m -1.02m -3.00m
AGMSLOT_ -1.15m -0.95m 0.30m
AGMSLOT_  1.15m -0.95m 0.30m

BOMBSLOT -0.20m -0.90m 0.90m
BOMBSLOT  0.20m -0.90m 0.90m
BOMBSLOT -0.20m -0.84m -1.70m
BOMBSLOT  0.20m -0.84m -1.70m
BOMBSLOT -1.15m -0.95m 0.20m
BOMBSLOT  1.15m -0.95m 0.20m
BOMBSLOT -0.95m -1.02m -3.00m
BOMBSLOT  0.95m -1.02m -3.00m

RKTSLOT_ -1.15m -0.87m 0.5m
RKTSLOT_  1.15m -0.87m 0.5m


REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.30                 #LANDING THROTTLE SETTING

AUTOCALC
