IDENTIFY "[CVW-171]F-35B_LIGHTNINGII(SP01)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN  12.0t               #THRUST WITH AFTERBURNER
THRMILIT  7.4t                #THRUST AT MILITARY POWER
WEIGHCLN  5.0t                #WEIGHT CLEAN
WEIGFUEL  2.5t                #WEIGHT OF FUEL
WEIGLOAD  5.0t                #WEIGHT OF PAYLOAD
FUELABRN 2.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.20kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.98m  6.85m  #COCKPIT POSITION
LEFTGEAR -1.88m -1.88m -0.06m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.88m -1.88m -0.06m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -1.90m  6.75m  #WHEEL POSITION
MACHNGUN  0.00m  0.00m 0.00m  #MACHINE GUN POSITION
SMOKEGEN  0.00m 0.18m -3.34m  #SMOKE GENERATOR POSITION
VAPORPO0  5.34m 0.23m -1.53m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  5.00m 0.27m -2.96m  #VAPOR POSITION (Wings Spread)
ARRESTER  0.00m -1.77m -2.58m
HTRADIUS  8.00m                #OUTSIDE SPHERE RADIUS

STRENGTH 10

CRITAOAP  22deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m 0.0m       #Thrust vector 1
PSTMPTCH 15deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 15deg                #Post-Stall Maneuver VYaw
PSTMROLL 15deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

VGWSPED1 80kt
VGWSPED2 81kt

WINGAREA 35m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                 #FULLY MANEUVABLE SPEED
CPITMANE 10.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 1.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED


HRDPOINT 0.75m -0.3m 1.2m AIM9 AIM120 AGM65 B500
HRDPOINT -0.75m -0.3m 1.2m AIM9 AIM120 AGM65 B500
HRDPOINT 0.5m -0.3m 1.2m AIM9 AIM120 AGM65 B500
HRDPOINT 0.75m -0.3m 1.2m AIM9 AIM120 AGM65 B500
HRDPOINT 4.25m -0.27m -0.3m AIM9 AIM120 AGM65 B250
HRDPOINT -4.25m -0.27m -0.3m AIM9 AIM120 AGM65 B250

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 3000                 #INITIAL GUN
INITIAAM 2                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0                    #INITIAL BOMB

MAXNMAAM 6
MAXNMAGM 4
MAXNBOMB 4


RADARCRS 0.75                  #RADAR CROSS SECTION

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 90kt                 #LANDING SPEED
REFAOALD 10deg                 #LANDING AOA
REFLNRWY 2000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.30                 #LANDING THROTTLE SETTING


AUTOCALC
