REM CF105 Arrow
IDENTIFY "CF105 Arrow Mk2"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 23.580t                #THRUST WITH AFTERBURNER
THRMILIT 16.780t                #THRUST AT MILITARY POWER
WEIGHCLN 22.250t                #WEIGHT CLEAN
WEIGFUEL 6.0t                #WEIGHT OF FUEL
WEIGLOAD 3.0t                #WEIGHT OF PAYLOAD
FUELABRN 10kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 1.0kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.0m  9.0m  #COCKPIT POSITION
LEFTGEAR -4.07m -2.41m -2.37m  #LEFT LANDING GEAR POSITION
RIGHGEAR  4.07m -2.41m -2.37m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.93m  7.39m  #WHEEL POSITION
MACHNGUN  0m  -0.94m  3.03m   #MACHINE GUN POSITION
ARRESTER  0.0m -1.25m -7.34m  #Arresting hook
SMOKEGEN -0.0m -0.75m -5.70m  #SMOKE GENERATOR POSITION
VAPORPO0  7.63m  0.11m -8.31m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  7.63m  0.11m -8.31m  #VAPOR POSITION (Wings Spread)
HTRADIUS  12.0m                #OUTSIDE SPHERE RADIUS
GUNINTVL 0.03

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 12

CRITAOAP  24deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1.0MACH                #CRITICAL SPEED
MAXSPEED 2.4MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 113.8m^2                #WING AREA

MXIPTAOA 24.0deg              #MAX INPUT AOA
MXIPTSSA 3.0deg               #MAX INPUT SSA
MXIPTROL 200.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 60kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 120kt                #FULLY MANEUVABLE SPEED
CPITMANE 7.5                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

AAMVISIB FALSE
HRDPOINT -0.82m -1.02m 4.35m AIM120 AIM9
HRDPOINT 0.82m -1.02m 4.35m AIM120 AIM9
HRDPOINT -0.37m -1.02m 4.35m AIM120 AIM9
HRDPOINT 0.37m -1.02m 4.35m AIM120 AIM9
HRDPOINT -0.37m -1.02m 2.44m AIM9
HRDPOINT 0.37m -1.02m 2.44m AIM9
HRDPOINT -0.82m -1.02m 2.44m AIM9
HRDPOINT 0.82m -1.02m 2.44m AIM9



LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 1000                 #INITIAL GUN
LOADWEPN AIM120 2                   
LOADWEPN AIM9 4

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.0MACH                #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.6                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 145kt                #LANDING SPEED
REFAOALD 15deg                #LANDING AOA
REFLNRWY 1000m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.30                  #LANDING THROTTLE SETTING

AUTOCALC
