REM MITSUBISHI T-2
IDENTIFY "JASDF_T-2B(21sq_special)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 6.4t                #THRUST WITH AFTERBURNER
THRMILIT 2.1t                #THRUST AT MILITARY POWER
WEIGHCLN 6.2t                #WEIGHT CLEAN
WEIGFUEL 4.0t                #WEIGHT OF FUEL
WEIGLOAD 2.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.26m  6.80m  #COCKPIT POSITION
LEFTGEAR -1.54m -2.17m 0.24m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.54m -2.17m 0.24m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.34m  5.89m  #WHEEL POSITION
ARRESTER  0.0m -1.80m -6.78m
MACHNGUN -0.5m -0.92m  7.65m  #MACHINE GUN POSITION
GUNINTVL 0.04
SMOKEGEN  0.2m -0.40m -5.00m  #SMOKE GENERATOR POSITION
VAPORPO0  4.2m -0.25m -2.37m  #VAPOR POSITION (Wings Swept back)
VAPORPO1  4.2m -0.25m -2.37m  #VAPOR POSITION (Wings Spread)
HTRADIUS 8.5m                #OUTSIDE SPHERE RADIUS


STRENGTH 8

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 1.6MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 3.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 4.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 21m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

REM Slots must come before Inits.

HRDPOINT  4.25m -0.13m -0.7m AIM9
HRDPOINT -4.25m -0.13m -0.7m AIM9

HRDPOINT  0.30m -1.80m 3.00m B500
HRDPOINT -0.30m -1.80m 3.00m B500
HRDPOINT  0.30m -1.80m -0.2m B500
HRDPOINT -0.30m -1.80m -0.2m B500

HRDPOINT  1.95m -0.46m 0.50m B500
HRDPOINT -1.95m -0.46m 0.50m B500
HRDPOINT  2.57m -0.46m 0.50m B500
HRDPOINT -2.57m -0.46m 0.50m B500

HRDPOINT  3.30m -0.56m -0.2m AIM9 B500 RKT
HRDPOINT -3.30m -0.56m -0.2m AIM9 B500 RKT

MAXNMRKT 38
LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

INITIGUN 750                 #INITIAL GUN
LOADWEPN AIM9 2

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1500m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.5                  #LANDING THROTTLE SETTING

AUTOCALC
