REM F-14 TOMCAT
IDENTIFY "WEISSRITTER(EINST)"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 500.00t                #THRUST WITH AFTERBURNER
THRMILIT 150.0t                #THRUST AT MILITARY POWER
WEIGHCLN 55.3t                #WEIGHT CLEAN
WEIGFUEL 15.0t                #WEIGHT OF FUEL
WEIGLOAD  7.0t                #WEIGHT OF PAYLOAD
FUELABRN 7.2kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.95kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  4.96m   4.27m  #COCKPIT POSITION
LEFTGEAR -3.58m -10.46m -1.63m  #LEFT LANDING GEAR POSITION
RIGHGEAR  3.58m -10.46m -1.63m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0m -10.46m 5.63m  #WHEEL POSITION
MACHNGUN 2m 0m  17m  #MACHINE GUN POSITION
MACHNGN2 2m -1m  17m  #MACHINE GUN POSITION
ARRESTER  0.00m -1.73m -8.17m  #ARRESTING HOOK
SMOKEGEN  0.0m -0.2m -8.84m  #SMOKE GENERATOR POSITION
VAPORPO0  12.404m  2.638m -5.3m  #VAPOR POSITION (Wings Swept back)
VAPORPO1  12.404m  2.638m -5.3m  #VAPOR POSITION (Wings Spread)
HTRADIUS  30.00m                #OUTSIDE SPHERE RADIUS
GUNINTVL  0.01
GUNPOWER 2


TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 25

CRITAOAP  180deg               #CRITICAL AOA POSITIVE
CRITAOAM -180deg               #CRITICAL AOA NEGATIVE

CRITSPED 1900kt              #CRITICAL SPEED
MAXSPEED 2100kt              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.4                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.3                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.4                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 500.8                  #EFFECT OF SPOILER FOR Cd

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 0.3m 0.2m       #Thrust vector 1
PSTMPTCH 120deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 120deg                #Post-Stall Maneuver VYaw
PSTMROLL 180deg                #Post-Stall Maneuver VRoll

WINGAREA 52.5m^2                #WING AREA

MXIPTAOA 50deg              #MAX INPUT AOA
MXIPTSSA 180deg               #MAX INPUT SSA
MXIPTROL 220deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 120kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 300kt                 #FULLY MANEUVABLE SPEED
CPITMANE 25.0                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 20                  #PITCH STABILITY CONSTANT
CYAWMANE 30                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 30                #YAW STABILITY CONSTANT
CROLLMAN 4.0                 #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                 #CONTROL AUTO VARIABLE GEOMETRY WING


POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED


LMTBYHDP FALSE                 #Limit Max Num Weapon by Hardpoint

HRDPOINT 2m 0m 17m AGM65 AIM9 RKT

INITIGUN 30000                #INITIAL GUN
INITIAAM 2                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM

MAXNMAAM 9
MAXNMAGM 9
MAXNMRKT 9
AAMVISIB FALSE
AGMVISIB FALSE
RKTVISIB FALSE

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1200kt              #CRUISING SPEED
REFACRUS 40000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 135kt               #LANDING SPEED
REFAOALD 14deg               #LANDING AOA
REFLNRWY 700m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.4              #LANDING THROTTLE SETTING

AUTOCALC
