IDENTIFY "StuG_III_Ausf_G"
CATEGORY UTILITY
AFTBURNR FALSE                #HAVE AFTERBURNER?
PROPELLR 300HP               #PROPELLER ENGINE
WEIGHCLN 23.9t                #WEIGHT CLEAN
WEIGFUEL 400lb                #WEIGHT OF FUEL
WEIGLOAD  800kg                #WEIGHT OF PAYLOAD
FUELABRN 0.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.011kg               #FUEL CONSUMPTION AT MILITARY POWER
GUNSIGHT FALSE
THRSTREV 0.6                 #EFFICIENCY OF THRUST REVERSER

GUNDIREC  0.0m -0.01m 1.0m     #MACHINE GUN DIRECTION
PROPEFCY 2                 #Propeller efficiency
PROPVMIN 20m/s                #Minimum speed that T=P/V becomes valid

COCKPITP  -0.44m  0.42m  1.53m  #COCKPIT POSITION
EXCAMERA "commander" -0.60m  1.55m  -0.33m 0deg 0deg 0deg INSIDE
INSTPANL user/tf58/m3_ht.ist
LEFTGEAR -1.42m -1.00m -1.70m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.42m -1.00m -1.70m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -1.00m  1.16m  #WHEEL POSITION
ARRESTER  0.0m 0m 0m
MACHNGUN  0.00m 0.00m  0.00m  #MACHINE GUN POSITION
SMOKEGEN 0.00m 0.6m -2.5m  #SMOKE GENERATOR POSITION
VAPORPO0  1.45m -1.00m -1.20m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  1.45m -1.00m -1.20m  #VAPOR POSITION (Wings Spread)
HTRADIUS  4.5m                #OUTSIDE SPHERE RADIUS

RADARCRS 0.30                  #RADAR CROSS SECTION

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m -0.5m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m -0.5m 1.0m       #Thrust vector 1
PSTMPTCH 1deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 13deg                #Post-Stall Maneuver VYaw
PSTMROLL 1deg                #Post-Stall Maneuver VRoll

TRIGGER1 GUN
TRIGGER2 SMK
TRIGGER3 AGM
TRIGGER4 AAM
SMOKEOIL 1.0kg

STRENGTH 20

CRITAOAP  1deg               #CRITICAL AOA POSITIVE
CRITAOAM -1deg               #CRITICAL AOA NEGATIVE

CRITSPED 33km/h              #CRITICAL SPEED
MAXSPEED 40km/h              #MAXIMUM SPEED

HASSPOIL FALSE                 #HAS SPOILER?
RETRGEAR FALSE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 10.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 1.0m^2                #WING AREA

MXIPTAOA 0.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 0.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 70km/h                 #MINIMUM MANEUVABLE SPEED
MANESPD2 71km/h                #FULLY MANEUVABLE SPEED
CPITMANE 0.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 4.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 2.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 1ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 3

NMTURRET 14
TURRETPO 0 -0.44m  0.42m  1.53m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 0 -10deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 0 -5deg 5deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 0 0                                  # Ammo
TURRETIV 0 8.0sec                           # Number ShootingInterval
TURRETAR 0                                   # Anti Air Capable
TURRETCT 0 PILOT                             # Controlled by the pilot

TURRETPO 1 0.10m 0.53m 0.55m 0deg 0deg 0deg      # Number x y z h p b
TURRETPT 1 -10deg 20deg 0deg                  # Number MinPitch MaxPitch NeutralPitch
TURRETHD 1 -5deg 5deg 0deg               # Number MinHdg MaxHdg NeutralHdg
TURRETAM 1 54                                  # Ammo
TURRETIV 1 8.0sec                           # Number ShootingInterval
