REM GACGLIMT 9
REM GACRADRG 150
REM GACRADCS 0.7
REM GACECMRG 0
REM GACAEWTR 50
REM GACAEWRC 1
REM GACLNDNV 0
REM GACLIMIT 0
REM GACSNDCH 2
REM GACRCVCH 2
REM GACRADSD 1
REM GACRADEL 0.5

IDENTIFY "FAF_FA-2A_2ndFand_501TFS_Gryphon_SQ"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 18.9t                #THRUST WITH AFTERBURNER
THRMILIT 10.2t                #THRUST AT MILITARY POWER
WEIGHCLN 11.2t                #WEIGHT CLEAN
WEIGFUEL  4.9t                #WEIGHT OF FUEL
WEIGLOAD  6.4t                #WEIGHT OF PAYLOAD
FUELABRN 5.7kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.5kg               #FUEL CONSUMPTION AT MILITARY POWER
GUNINTVL 0.03

COCKPITP  0.0m  1.00m  8.30m  #COCKPIT POSITION
LEFTGEAR -1.95m -2.93m -1.60m #LEFT LANDING GEAR POSITION
RIGHGEAR 1.95m -2.93m -1.60m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -3.00m  4.10m  #WHEEL POSITION
ARRESTER  0.0m  0.00m -3.00m
MACHNGUN -1.00m 0.60m  2.00m  #MACHINE GUN POSITION
SMOKEGEN -0.0m  0.65m -7.30m  #SMOKE GENERATOR POSITION
VAPORPO0 -7.5m  2.40m -1.90m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 -7.5m  2.40m -1.90m  #VAPOR POSITION (Wings Spread)
HTRADIUS  11.6m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 8

CRITAOAP  29.90deg               #CRITICAL AOA POSITIVE
CRITAOAM -7deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.3MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.35                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.4                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.4                  #EFFECT OF SPOILER FOR Cd

WINGAREA 41m^2                #WING AREA

MXIPTAOA 31.50deg              #MAX INPUT AOA
MXIPTSSA 7.0deg               #MAX INPUT SSA
MXIPTROL 245.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 95kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 200kt                #FULLY MANEUVABLE SPEED
CPITMANE 13.50                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 5.8                  #PITCH STABILITY CONSTANT
CYAWMANE 8.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 13.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.6                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

MAXNMAAM 999
MAXNMAGM 999
MAXNBOMB 999
MAXNMRKT 38

HRDPOINT -3.2m -1.75m 0.00m AIM9 AIM120
HRDPOINT 3.2m -1.75m 0.00m  AIM9 AIM120

HRDPOINT -2.50m -1.78m 0.00m AIM9 AIM120
HRDPOINT 2.50m -1.78m 0.00m AIM9 AIM120


LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

GUNPOWER 2
INITIGUN 730                 #INITIAL GUN
LOADWEPN AIM120 0
LOADWEPN AIM9 0
INITIAGM 0                    #INITIAL AGM

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 2.2MACH              #CRUISING SPEED
REFACRUS 50000ft              #CRUISING ALTITUDE
REFTCRUS 2.6                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 150kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1400m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
