REM GACGLIMT 9
REM GACRADRG 150
REM GACRADCS 0.1
REM GACECMRG 0
REM GACAEWTR 50
REM GACAEWRC 1
REM GACLNDNV 0
REM GACLIMIT 0
REM GACSNDCH 2
REM GACRCVCH 2
REM GACRADSD 1
REM GACRADEL 0.5
REM Panit by PatrickN

IDENTIFY "LIMPRAMP_F-35_Lightning_Burst[PMNV]"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 19.5t                #THRUST WITH AFTERBURNER
THRMILIT 12.7t                #THRUST AT MILITARY POWER
WEIGHCLN 11.8t                #WEIGHT CLEAN
WEIGFUEL 8.4t                 #WEIGHT OF FUEL
WEIGLOAD 7.5t                 #WEIGHT OF PAYLOAD
FUELABRN 21.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 1.0kg                #FUEL CONSUMPTION AT MILITARY POWER
GUNINTVL 0.01

EXCAMERA "CO-PILOT" 0.00m  1.00m  4.70m 0deg 0deg 0deg INSIDE

COCKPITP  0.0m 0.75m 6.04m  #COCKPIT POSITION
LEFTGEAR -2.10m -2.20m -1.40m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.10m -2.20m -1.40m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -2.18m  4.80m  #WHEEL POSITION
ARRESTER  0.00m -1.80m -4.10m
MACHNGUN -1.50m  0.20m  3.25m  #MACHINE GUN POSITION
SMOKEGEN  0.00m -0.95m -4.20m  #SMOKE GENERATOR POSITION
VAPORPO0  5.30m  0.00m -2.85m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  5.30m  0.00m -2.85m  #VAPOR POSITION (Wings Spread)
HTRADIUS  11.5m                  #OUTSIDE SPHERE RADIUS

RADARCRS 0.9                   #RADAR CROSS SECTION
BMBAYRCS 1.0
BOMINBAY TRUE

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 5

CRITAOAP  26.80deg            #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 1.8MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.35                 #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.4                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.5                  #EFFECT OF SPOILER FOR Cd

WINGAREA 47m^2                #WING AREA

MXIPTAOA 28.80deg              #MAX INPUT AOA
MXIPTSSA 8.5deg               #MAX INPUT SSA
MXIPTROL 280.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 100kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 260kt                 #FULLY MANEUVABLE SPEED
CPITMANE 10.1                 #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 3.0                  #PITCH STABILITY CONSTANT
CYAWMANE 9.5                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 8.5                  #YAW STABILITY CONSTANT
CROLLMAN 5.5                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

AAMVISIB FALSE
BOMVISIB FALSE
AGMVISIB FALSE

HRDPOINT -0.50m -1.20m -1.40m AIM9 AIM120
HRDPOINT  0.50m -1.20m -1.40m AIM9 AIM120
HRDPOINT -1.10m -1.20m -1.30m B500 AGM65
HRDPOINT  1.10m -1.20m -1.30m B500 AGM65

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

GUNPOWER 2
INITIGUN 580                 #INITIAL GUN
LOADWEPN AIM120 2
LOADWEPN AGM65 2

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 1.8MACH              #CRUISING SPEED
REFACRUS 50000ft              #CRUISING ALTITUDE
REFTCRUS 2.2                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 130kt                 #LANDING SPEED
REFAOALD 10deg                 #LANDING AOA
REFLNRWY 1300m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.28                 #LANDING THROTTLE SETTING

AUTOCALC
