REM F-14 TOMCAT
IDENTIFY "F-14_TOMCAT"
CATEGORY FIGHTER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 16.0t                #THRUST WITH AFTERBURNER
THRMILIT 10.0t                #THRUST AT MILITARY POWER
WEIGHCLN 18.0t                #WEIGHT CLEAN
WEIGFUEL  6.0t                #WEIGHT OF FUEL
WEIGLOAD 10.0t                #WEIGHT OF PAYLOAD
FUELABRN 6.5kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.45kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  1.13m   6.18m  #COCKPIT POSITION
LEFTGEAR -3.06m -2.21m -2.27m  #LEFT LANDING GEAR POSITION
RIGHGEAR  3.06m -2.21m -2.27m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.21m  5.27m  #WHEEL POSITION
ARRESTER  0.0m -1.75m -7.10m #Arresting hook position
MACHNGUN -0.57m -0.14m  8.52m  #MACHINE GUN POSITION
GUNINTVL 0.04
SMOKEGEN  0.0m -0.12m -8.74m  #SMOKE GENERATOR POSITION
VAPORPO0  5.78m  0.62m -6.35m  #VAPOR POSITION (Wings Swept back)
VAPORPO1  9.75m  0.62m -3.62m  #VAPOR POSITION (Wings Spread)
HTRADIUS  10m                #OUTSIDE SPHERE RADIUS


STRENGTH 10

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 2.3MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW TRUE                 #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.6                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 1.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 60m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 360.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 40kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

REM Slots must come before Inits.
HRDPOINT 2.72m 0.22m 1.34m AIM9
HRDPOINT -2.72m 0.22m 1.34m AIM9
HRDPOINT 2.39m 0.0m 1.77m AIM120 B500 B250 AGM65 AIM9
HRDPOINT -2.39m 0.0m 1.77m AIM120 B500 B250 AGM65 AIM9
HRDPOINT 0.60m -0.57m 3.12m AIM120 B500 B250
HRDPOINT -0.60m -0.57m 3.12m AIM120 B500 B250
HRDPOINT 0m -0.57m 0.14m AIM120 B500 B250
HRDPOINT 0m -0.57m -4.04m AIM120 B500 B250

MAXNMAAM 999
MAXNMAGM 999
MAXNBOMB 999
LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

LOADWEPN AIM9 4
LOADWEPN AIM120 4



REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 1600m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
