REM tobenaibuta no45
IDENTIFY "Star Destroyer"
CATEGORY NORMAL
AFTBURNR TRUE                #HAVE AFTERBURNER?
THRAFTBN 1000.0t              #THRUST WITH AFTERBURNER
THRMILIT 300.0t               #THRUST AT MILITARY POWER
WEIGHCLN 1000t               #WEIGHT CLEAN
WEIGFUEL 200t                #WEIGHT OF FUEL
WEIGLOAD 100t                #WEIGHT OF PAYLOAD
FUELABRN 8.0kg               #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 3.0kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m 385.0m -573.0m #COCKPIT POSITION
LEFTGEAR -5.0m -200.0m -585.8m #LEFT LANDING GEAR POSITION
RIGHGEAR  5.0m -200.0m -585.8m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -200.0m -570.0m #WHEEL POSITION
MACHNGUN 0.00m -71.14m 326.15m #MACHINE GUN POSITION
MACHNGN2  0.00m 80.0m 356.92m #MACHINE GUN POSITION
SMOKEGEN  0.00m  0.00m  0.00m #SMOKE GENERATOR POSITION
VAPORPO0 516.92m -18.46m -627.69m #VAPOR POSITION (Wings Swept back)
VAPORPO1 516.92m -18.46m -627.69m #VAPOR POSITION (Wings Spread)
HTRADIUS 750.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 SMK
TRIGGER2 NON
TRIGGER3 NON
TRIGGER4 NON

STRENGTH 180

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.8MACH              #CRITICAL SPEED
MAXSPEED 0.9MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.8                  #EFFECT OF SPOILER FOR Cd

WINGAREA 500m^2               #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 30deg                #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 100kt                #MINIMUM MANEUVABLE SPEED
MANESPD2 160kt                #FULLY MANEUVABLE SPEED
CPITMANE 4.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 12.0                 #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 1.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 1.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW TRUE                 #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 100
INITIGUN 1000                  #INITIAL GUN
INITIAAM 100                   #INITIAL AAM
INITIAGM 100                   #INITIAL AGM
INITBOMB 100                   #INITIAL BOMB

AAMVISIB FALSE
AAMSLOT_  0.00m 23.39m 800.00m
AAMSLOT_  0.00m -23.39m 800.00m
AGMVISIB FALSE
AGMSLOT_  86.15m -105.11m -73.85m
AGMSLOT_ -86.15m -105.11m -73.85m
BOMVISIB FALSE
BOMBSLOT 0.0m -170.65m -369.23m

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.8MACH              #CRUISING SPEED
REFACRUS 30000ft              #CRUISING ALTITUDE
REFTCRUS 0.6                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 150kt                #LANDING SPEED
REFAOALD 15deg                #LANDING AOA
REFLNRWY 500m                 #RUNWAY REQUIRED TO STOP
REFTHRLD 0.4                  #LANDING THROTTLE SETTING

AUTOCALC
