REM tobenaibuta no12
IDENTIFY "IMPERIAL SHUTTLE"
CATEGORY UTILITY
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN  20.0t               #THRUST WITH AFTERBURNER
THRMILIT  4.0t                #THRUST AT MILITARY POWER
WEIGHCLN  2.0t                #WEIGHT CLEAN
WEIGFUEL  1.0t                #WEIGHT OF FUEL
WEIGLOAD  0.5t               #WEIGHT OF PAYLOAD
FUELABRN 100.0kg              #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.05kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.55m  5.79m #COCKPIT POSITION
LEFTGEAR -6.10m -4.50m -0.40m #LEFT LANDING GEAR POSITION
RIGHGEAR  6.10m -4.50m -0.40m #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -4.50m 10.00m #WHEEL POSITION
MACHNGUN -7.10m -0.91m  4.00m #MACHINE GUN POSITION
MACHNGN2  7.10m -0.91m  4.00m #MACHINE GUN POSITION
SMOKEGEN  0.00m  0.00m  0.00m #SMOKE GENERATOR POSITION
VAPORPO0  0.00m 22.00m -6.40m #VAPOR POSITION (Wings Swept Back or no-VGW)
HTRADIUS  30.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 8

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 0.9MACH              #CRITICAL SPEED
MAXSPEED 3.0MACH              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m 0.0m       #Thrust vector 1
PSTMPTCH 10deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 10deg                #Post-Stall Maneuver VYaw
PSTMROLL 10deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.1                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.2                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 3.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 40m^2                #WING AREA

MXIPTAOA 25.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 300.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 80kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 100kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 3000                 #INITIAL GUN
                 
REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 0.9MACH              #CRUISING SPEED
REFACRUS 20000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 200m                  #RUNWAY REQUIRED TO STOP
REFTHRLD 0.3                  #LANDING THROTTLE SETTING

AUTOCALC
