IDENTIFY "::MARTINS::KC-130_FAB_cmg"
CATEGORY UTILITY
AFTBURNR FALSE                #HAVE AFTERBURNER?
PROPELLR 18364HP              #PROPELLER ENGINE
THRSTREV 0.1                 #EFFICIENCY OF THRUST REVERSER
WEIGHCLN 75562lb                #WEIGHT CLEAN
WEIGFUEL 45900lb                #WEIGHT OF FUEL
WEIGLOAD 36000lb                #WEIGHT OF PAYLOAD
FUELABRN 0.0kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.63kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP -0.50m  1.06m 9.92m  #COCKPIT POSITION
EXCAMERA "CO-PILOT" 0.50m  1.06m 9.92m  0deg 0deg 0deg INSIDE
EXCAMERA "LOADMASTER" -1.00m 0.00m -4.70m 180deg 0deg 0deg INSIDE
LEFTGEAR -2.18m -2.72m -1.65m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.18m -2.72m -1.65m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -2.72m  8.92m  #WHEEL POSITION
ARRESTER  0.0m -2.8m -5.50m
SMOKEGEN -0.0m  -1.70m -5.80m  #SMOKE GENERATOR POSITION
VAPORPO0 19.84m  2.28m -2.25m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1 19.84m  2.28m -2.25m  #VAPOR POSITION (Wings Swept Back or no-VGW)
HTRADIUS 15.0m                #OUTSIDE SPHERE RADIUS

TRIGGER1 SMK
TRIGGER2 NON
TRIGGER3 NON
TRIGGER4 NON

STRENGTH 15

CRITAOAP  15deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 295kt                #CRITICAL SPEED
MAXSPEED 350kt              #MAXIMUM SPEED

HASSPOIL FALSE                #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

VRGMNOSE TRUE

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.15                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.3                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.4                  #EFFECT OF GEAR FOR Cd
CDSPOILR 0.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 162.12m^2                #WING AREA

MXIPTAOA 20.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 60.0deg              #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 80kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 110kt                 #FULLY MANEUVABLE SPEED
CPITMANE 4.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 12.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 1.5                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m            #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 80%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

INITIGUN 0                    #INITIAL GUN

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 348kt                #CRUISING SPEED
REFACRUS 28000ft              #CRUISING ALTITUDE
REFTCRUS 0.95                 #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 115kt                #LANDING SPEED
REFAOALD 7deg                 #LANDING AOA
REFLNRWY 1200m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.82                 #LANDING THROTTLE SETTING

AUTOCALC
