IDENTIFY "Ju87G-2"
CATEGORY HEAVYBOMBER
AFTBURNR FALSE                #HAVE AFTERBURNER?
PROPELLR 1410HP               #PROPELLER ENGINE
WEIGHCLN  3.9t                #WEIGHT CLEAN
WEIGFUEL  0.3t                #WEIGHT OF FUEL
WEIGLOAD  1.5t                #WEIGHT OF PAYLOAD
FUELMILI 0.08kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.00m  0.70m  2.60m  #COCKPIT POSITION
LEFTGEAR -1.60m -2.26m  3.60m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.60m -2.26m  3.60m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -0.56m -3.57m  #WHEEL POSITION
MACHNGUN -0.10m  0.70m  0.45m  #MACHINE GUN POSITION
MACHNGN2  0.10m  0.70m  0.45m  #MACHINE GUN POSITION
GUNDIREC  0.00m  0.00m -1.00m  #MACHINE GUN DIRECTION
SMOKEGEN  0.00m  0.00m -4.50m  #SMOKE GENERATOR POSITION
VAPORPO0  7.44m  0.00m  3.06m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  7.44m  0.00m  3.06m  #VAPOR POSITION (Wings Spread)
HTRADIUS  8.00m                #OUTSIDE SPHERE RADIUS

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 15

CRITAOAP  20deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 1000km/h              #CRITICAL SPEED
MAXSPEED 375km/h              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR FALSE                #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?
VGWSPED1 -1kt                 #VARIABLE GEOMETRY WING SPEED
VGWSPED2 -1kt                 #VARIABLE GEOMETRY WING SPEED

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.2                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.1                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.0                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.5                  #EFFECT OF SPOILER FOR Cd

WINGAREA 32m^2                #WING AREA

MXIPTAOA 20.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 100.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 60kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 80kt                 #FULLY MANEUVABLE SPEED
CPITMANE 5.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 1.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 1.5                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA FALSE                #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL TRUE                 #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW FALSE                #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                 #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED
WEAPONCH GUN

INITIGUN 3000                 #INITIAL GUN
INITIAAM 0                    #INITIAL AAM
INITIAGM 0                    #INITIAL AGM
INITBOMB 0                    #INITIAL BOMB
INITRCKT 12                   #INITIAL ROCKET (10kg/each)

RKTSLOT_  2.10m -1.00m 4.50m
RKTSLOT_ -2.10m -1.00m 4.50m
RKTVISIB FALSE

RADARCRS 0.001

REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 375km/h              #CRUISING SPEED(*1.2
REFACRUS 5000ft              #CRUISING ALTITUDE
REFTCRUS 0.8                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 110kt                 #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 600m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.5                  #LANDING THROTTLE SETTING

AUTOCALC
