REM B58A Hustler
IDENTIFY "B58A Hustler"
CATEGORY HEAVYBOMBER
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 28.304t                #THRUST WITH AFTERBURNER
THRMILIT 17.76t                #THRUST AT MILITARY POWER
WEIGHCLN 25.111t                #WEIGHT CLEAN
WEIGFUEL 44.134t                #WEIGHT OF FUEL
WEIGLOAD 5.0t                #WEIGHT OF PAYLOAD
FUELABRN 19kg                #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 1.8kg               #FUEL CONSUMPTION AT MILITARY POWER

COCKPITP  0.0m  0.50m  9.65m  #COCKPIT POSITION
LEFTGEAR -2.57m -3.80m -1.76m  #LEFT LANDING GEAR POSITION
RIGHGEAR  2.57m -3.80m -1.76m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.0m -3.56m  10.67m  #WHEEL POSITION
MACHNGUN  0m  0.31m  -13.54m   #MACHINE GUN POSITION
GUNDIREC  0m  0m  -1.00m  #MACHINE GUN DIRECTION
ARRESTER  0.0m -1.25m -6.21m  #Arresting hook
SMOKEGEN -0.0m -0.75m -5.70m  #SMOKE GENERATOR POSITION
VAPORPO0  8.66m  -0.94m -7.37m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  8.66m  -0.94m -7.37m  #VAPOR POSITION (Wings Spread)
HTRADIUS  15.0m                #OUTSIDE SPHERE RADIUS
GUNINTVL 0.03

TRIGGER1 GUN
TRIGGER2 AAM
TRIGGER3 AGM
TRIGGER4 SMK

STRENGTH 20

CRITAOAP  23deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 700kt                #CRITICAL SPEED
MAXSPEED 1205kt              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.0                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.0                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 2.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 143.25m^2                #WING AREA

MXIPTAOA 23.0deg              #MAX INPUT AOA
MXIPTSSA 5.0deg               #MAX INPUT SSA
MXIPTROL 100.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 80kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 120kt                #FULLY MANEUVABLE SPEED
CPITMANE 8.0                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 7.0                  #PITCH STABILITY CONSTANT
CYAWMANE 5.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 3.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.0                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

HRDPOINT -0.99m -0.80m -0.6m B500
HRDPOINT 0.99m -0.80m -0.6m B500
HRDPOINT -0.99m -0.80m -5.90m B500
