IDENTIFY "XFRA-206_Fighter"

CATEGORY NORMAL
AFTBURNR TRUE                 #HAVE AFTERBURNER?
THRAFTBN 25.0t                #THRUST WITH AFTERBURNER
THRMILIT 15.8t                #THRUST AT MILITARY POWER
WEIGHCLN  6.3t                #WEIGHT CLEAN
WEIGFUEL  3.5t                #WEIGHT OF FUEL
WEIGLOAD  7.7t                #WEIGHT OF PAYLOAD
FUELABRN 0.45kg               #FUEL CONSUMPTION WHEN USING AFTERBURNER
FUELMILI 0.30kg               #FUEL CONSUMPTION AT MILITARY POWER


COCKPITP 0.30m  0.10m  1.3m  #COCKPIT POSITION
LEFTGEAR -1.00m -1.58m  -0.75m  #LEFT LANDING GEAR POSITION
RIGHGEAR  1.00m -1.58m  -0.75m  #RIGHT LANDING GEAR POSITION
WHELGEAR  0.00m -1.60m -1.58m  #WHEEL POSITION
ARRESTER  0.00m -0.70m 2.50m
SMOKEGEN 0.00m  -0.50m -2.30m  #SMOKE GENERATOR POSITION
VAPORPO0  1.90m 0.08m -1.20m  #VAPOR POSITION (Wings Swept Back or no-VGW)
VAPORPO1  1.11m  -0.74m -0.40m
HTRADIUS 5.6m                #OUTSIDE SPHERE RADIUS
MACHNGUN  1.14m 0.01m -0.70m  #MACHINE GUN POSITION
GUNINTVL 0.075
MACHNGN2 -1.14m 0.01m -0.70m  #MACHINE GUN POSITION
MACHNGN3 0.00m 0.65m 1.52m  #MACHINE GUN POSITION

STRENGTH 16

CRITAOAP  24.78deg               #CRITICAL AOA POSITIVE
CRITAOAM -15deg               #CRITICAL AOA NEGATIVE

CRITSPED 320kt              #CRITICAL SPEED
MAXSPEED 416kt              #MAXIMUM SPEED

HASSPOIL TRUE                 #HAS SPOILER?
RETRGEAR TRUE                 #HAS RETRACTABLE LANDING GEAR?
VARGEOMW FALSE                #HAS VARIABLE GEOMETRY WING?

TRSTVCTR TRUE                 #HAS THRUST VECTORING CAPABILITY?
TRSTDIR0 0.0m 0.0m 1.0m       #Thrust vector 0
TRSTDIR1 0.0m 1.0m -0.0m       #Thrust vector 1
PSTMPTCH 12deg                #Post-Stall Maneuver VPitch
PSTMYAW_ 30deg                #Post-Stall Maneuver VYaw
PSTMROLL 55deg                #Post-Stall Maneuver VRoll

CLVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cl
CDVARGEO 0.0                  #EFFECT OF VARIABLE GEOMETRY WING FOR Cd
CLBYFLAP 0.35                  #EFFECT OF FLAP FOR Cl
CDBYFLAP 0.4                  #EFFECT OF FLAP FOR Cd
CDBYGEAR 0.5                  #EFFECT OF GEAR FOR Cd
CDSPOILR 1.0                  #EFFECT OF SPOILER FOR Cd

WINGAREA 11m^2                #WING AREA

MXIPTAOA 27.55deg              #MAX INPUT AOA
MXIPTSSA 6.5deg               #MAX INPUT SSA
MXIPTROL 240.0deg             #MAX INPUT ROLL

REM CPITMANE corresponds to Spring Constant K
REM CPITSTAB corresponds to Damper Constant B
REM To be critically damped, B=2*sqrt(K)
REM 2% Settling Time=??

MANESPD1 70kt                 #MINIMUM MANEUVABLE SPEED
MANESPD2 260kt                 #FULLY MANEUVABLE SPEED
CPITMANE 6.82                  #PITCH MANEUVERBILITY CONSTANT
CPITSTAB 2.6                  #PITCH STABILITY CONSTANT
CYAWMANE 7.0                  #YAW MANEUVABILITY CONSTANT
CYAWSTAB 8.0                  #YAW STABILITY CONSTANT
CROLLMAN 3.2                  #ROLL MANEUVABILITY CONSTANT

CTLLDGEA TRUE                 #CONTROL LANDINGGEAR
CTLBRAKE FALSE                #CONTROL BRAKE
CTLSPOIL 0.0                  #CONTROL SPOILER
CTLABRNR FALSE                #CONTROL AFTERBURNER
CTLTHROT 0.0                  #CONTROL THRUST
CTLIFLAP 0.0                  #CONTROL FLAP
CTLINVGW 0.0                  #CONTROL VARIABLE GEOMETRY WING
CTLATVGW FALSE                #CONTROL AUTO VARIABLE GEOMETRY WING

POSITION 0m 3ft 0m           #POSITION
ATTITUDE 45deg 0deg 0deg      #ATTITUDE
INITFUEL 75%                  #INITIAL FUEL
INITLOAD 0.0t                 #INITIAL PAYLOAD
INITSPED 0.0MACH              #INITIAL SPEED

GUNPOWER 2
INITIGUN 1500                 #INITIAL GUN
HRDPOINT 1.12m -0.2m -1.13m AIM9 AIM120 AGM65 RKT
HRDPOINT -1.12m -0.2m -1.13m AIM9 AIM120 AGM65 RKT

LMTBYHDP TRUE                 #Limit Max Num Weapon by Hardpoint

MAXNMAAM 2
MAXNMAGM 2
MAXNMRKT 64


REM ClZero,CdZero is fixed by Cruising condition
REFVCRUS 400kt              #CRUISING SPEED
REFACRUS 10000ft              #CRUISING ALTITUDE
REFTCRUS 1.0                  #CRUISING THROTTLE SETTING

REM ClSlope,CdConst is fixed by Landing condition
REFVLAND 100kt                #LANDING SPEED
REFAOALD 10deg                #LANDING AOA
REFLNRWY 500m                #RUNWAY REQUIRED TO STOP
REFTHRLD 0.32                 #LANDING THROTTLE SETTING

AUTOCALC
